"n.tips","q.rate","s","direction","rep","n0","n1","n.true.trans","n.discard","T.obs.01","T.obs.10","p.anccond.01","p.anccond.10","p.upper.01","p.lower.01","p.upper.10","p.lower.10","p.phyloglm","p.pgls"
100,0.5,1,-1,49,21,79,11,0,NA,NA,NA,NA,NA,NA,NA,NA,0.997985806506979,0.725358809681667
100,0.5,1,-1,50,74,26,11,0,NA,NA,NA,NA,NA,NA,NA,NA,0.998840369913214,0.494521620592013
50,0.1,2,1,1,47,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.999712589174598,0.526294336079635
50,0.1,2,1,2,38,12,2,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999670401356674,0.529974263239939
50,0.1,2,-1,3,44,6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0.200736781381374
50,0.1,2,-1,4,46,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0.999108984069868,0.446298791365299
50,0.1,2,1,5,46,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0.767884585161919,0.356931892349466
50,0.1,2,-1,6,6,44,5,1,NA,NA,NA,NA,NA,NA,NA,NA,0.993955582161633,0.921035794565475
50,0.1,2,-1,7,5,45,5,0,NA,NA,NA,NA,NA,NA,NA,NA,0.998705447881359,0.84701441770383
50,0.1,2,1,8,13,37,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0.997664104162657,0.608160621902397
50,0.1,2,-1,9,9,41,2,0,NA,NA,NA,NA,NA,NA,NA,NA,0.99827319943528,0.264173785364613
50,0.1,2,1,10,4,46,3,0,NA,NA,NA,NA,NA,NA,NA,NA,0.377088034021362,0.27400680679671
50,0.1,2,1,11,11,39,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0.999053627294297,0.762207753392754
50,0.1,2,1,12,7,43,2,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999198388530475,0.514175362255711
50,0.1,2,1,13,11,39,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999602598734334,0.781175909495743
50,0.1,2,1,14,45,5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999913498351178,0.0525304912710372
50,0.1,2,-1,15,8,42,3,6,NA,NA,NA,NA,NA,NA,NA,NA,0.998105644316893,0.765934185830544
50,0.1,2,-1,16,45,5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999613912685358,0.435983700882703
50,0.1,2,1,17,7,43,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0.929366954304896,0.835630990164626
50,0.1,2,-1,18,9,41,2,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999707426178943,0.227333428349649
50,0.1,2,1,19,5,45,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999647483954364,0.926266844928788
50,0.1,2,1,20,39,11,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0.999932054954876,0.894358541947075
50,0.1,2,1,21,42,8,3,1,NA,NA,NA,NA,NA,NA,NA,NA,0.999397791836159,0.307343863868206
50,0.1,2,-1,22,47,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,0.998259007864521,0.483787730616955
50,0.1,2,-1,23,43,7,3,0,NA,NA,NA,NA,NA,NA,NA,NA,0.97903736147102,0.632640194182292
50,0.1,2,-1,24,40,10,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0.999649116679505,0.715083333015272
50,0.1,2,1,25,17,33,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0.183289814507683,0.555269722393814
50,0.1,2,-1,26,9,41,5,1,NA,NA,NA,NA,NA,NA,NA,NA,0.995825366592082,0.184782853394653
50,0.1,2,1,27,44,6,1,4,NA,NA,NA,NA,NA,NA,NA,NA,0.26294325900651,0.0867562353862399
50,0.1,2,1,28,47,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0.0248376676580701,0.134901331293148
50,0.1,2,-1,29,47,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0.999916460527221,0.509069054648372
50,0.1,2,1,30,42,8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999959122714168,0.570865139260267
50,0.1,2,1,31,13,37,3,0,NA,NA,NA,NA,NA,NA,NA,NA,0.99894838871074,0.549036974099916
50,0.1,2,1,32,3,47,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0.131513846598969,0.0436420541679841
50,0.1,2,1,33,19,31,2,5,NA,NA,NA,NA,NA,NA,NA,NA,0.999529363386529,0.300831960358007
50,0.1,2,-1,34,6,44,3,0,NA,NA,NA,NA,NA,NA,NA,NA,0.747447860890269,0.486177780450253
50,0.1,2,1,35,41,9,3,0,NA,NA,NA,NA,NA,NA,NA,NA,0.738587421450074,0.923481759979814
50,0.1,2,1,36,47,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999472581408383,0.140236620790416
50,0.1,2,1,37,38,12,4,0,NA,NA,NA,NA,NA,NA,NA,NA,0.000698082665039268,0.000946102949290987
50,0.1,2,1,38,10,40,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.999961216108944,0.669933101183455
50,0.1,2,-1,39,47,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0.999166837225719,0.151340631213972
50,0.1,2,-1,40,18,32,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0.999898216851813,0.701498313971871
50,0.1,2,-1,41,47,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,0.370008966137875,0.307001521609366
50,0.1,2,-1,42,12,38,4,1,NA,NA,NA,NA,NA,NA,NA,NA,0.951621046195677,0.0215116686087639
50,0.1,2,-1,43,45,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0.478518958403051,0.750390973046068
50,0.1,2,-1,44,13,37,5,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999073799221989,0.335019096101854
50,0.1,2,1,45,16,34,3,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999058489113754,0.97614617197578
50,0.1,2,1,46,6,44,2,0,NA,NA,NA,NA,NA,NA,NA,NA,0.998863045740497,0.850662220003536
50,0.1,2,-1,47,3,47,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0.161830956623819,0.0912681553470218
50,0.1,2,-1,48,47,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,0.158776310094288,0.342005861849431
50,0.1,2,-1,49,19,31,3,0,NA,NA,NA,NA,NA,NA,NA,NA,0.829739869608588,0.550159020282807
50,0.1,2,-1,50,47,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0.999265865049835,0.341789078704591
100,0.1,2,1,1,97,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,0.611375717243861,0.592388502805083
100,0.1,2,1,2,4,96,2,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999983900153269,0.878943333708369
100,0.1,2,-1,3,95,5,7,0,NA,NA,NA,NA,NA,NA,NA,NA,0.233638787211414,0.936645084001022
100,0.1,2,-1,4,95,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,0.269889210283443,0.0146778287811348
100,0.1,2,1,5,96,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,0.059279647832748,0.081468922308375
100,0.1,2,-1,6,93,7,4,0,NA,NA,NA,NA,NA,NA,NA,NA,0.450424243168207,0.211165730857975
100,0.1,2,1,7,9,91,2,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999549114159303,0.982986545480254
100,0.1,2,-1,8,95,5,4,0,NA,NA,NA,NA,NA,NA,NA,NA,0.309177112049619,0.922277985012922
100,0.1,2,1,9,4,96,3,1,NA,NA,NA,NA,NA,NA,NA,NA,0.999998620234013,0.572346654183052
100,0.1,2,-1,10,86,14,3,0,NA,NA,NA,NA,NA,NA,NA,NA,0.998599949423773,0.832222077061312
100,0.1,2,-1,11,4,96,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0.99984631738262,0.12923340747171
100,0.1,2,1,12,97,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0.99998910700899,0.866024403582962
100,0.1,2,-1,13,5,95,4,1,NA,NA,NA,NA,NA,NA,NA,NA,0.632439893783962,0.182777605961048
100,0.1,2,1,14,7,93,3,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999383787510438,0.254243394530312
100,0.1,2,1,15,97,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,0.0635617062112143,0.925595993440432
100,0.1,2,-1,16,3,97,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0.999107076219791,0.8606230689837
100,0.1,2,-1,17,63,37,4,2,NA,NA,NA,NA,NA,NA,NA,NA,0.996657128762392,0.369964105653849
100,0.1,2,-1,18,12,88,2,0,NA,NA,NA,NA,NA,NA,NA,NA,0.998966857103642,0.783020187013538
100,0.1,2,1,19,92,8,4,0,NA,NA,NA,NA,NA,NA,NA,NA,0.99972790468284,0.149366600624107
100,0.1,2,-1,20,4,96,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.999956039817124,0.199441142909439
100,0.1,2,1,21,5,95,3,0,NA,NA,NA,NA,NA,NA,NA,NA,0.657340815761345,0.601482823246398
100,0.1,2,-1,22,21,79,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999993271721496,0.0247253404784814
100,0.1,2,1,23,89,11,4,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999258487646914,0.696598412084199
100,0.1,2,-1,24,11,89,4,1,NA,NA,NA,NA,NA,NA,NA,NA,0.999540124512875,0.622624557889382
100,0.1,2,-1,25,93,7,3,0,NA,NA,NA,NA,NA,NA,NA,NA,0.00594565319760178,0.051118059719995
100,0.1,2,-1,26,14,86,5,0,NA,NA,NA,NA,NA,NA,NA,NA,0.967270025804363,0.983619687143835
100,0.1,2,-1,27,75,25,2,0,NA,NA,NA,NA,NA,NA,NA,NA,0.996906148834181,0.542589396956077
100,0.1,2,1,28,6,94,5,0,NA,NA,NA,NA,NA,NA,NA,NA,0.230047360656237,0.378870089847644
100,0.1,2,1,29,91,9,2,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999954739469181,0.685346062065768
100,0.1,2,-1,30,3,97,2,0,NA,NA,NA,NA,NA,NA,NA,NA,0.998411579566521,0.231647962346812
100,0.1,2,1,31,5,95,5,0,NA,NA,NA,NA,NA,NA,NA,NA,0.458690324157614,0.489306323716324
100,0.1,2,-1,32,4,96,3,0,NA,NA,NA,NA,NA,NA,NA,NA,0.998752603643691,0.876564324772424
100,0.1,2,1,33,91,9,6,2,NA,NA,NA,NA,NA,NA,NA,NA,0.997697917684876,0.987255465475314
100,0.1,2,-1,34,88,12,6,0,NA,NA,NA,NA,NA,NA,NA,NA,0.9984395623944,0.510558750248196
100,0.1,2,-1,35,6,94,5,0,NA,NA,NA,NA,NA,NA,NA,NA,0.428074420138854,0.366305799587029
100,0.1,2,1,36,96,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0.0135061303484718,0.0801318342555816
100,0.1,2,1,37,46,54,4,0,NA,NA,NA,NA,NA,NA,NA,NA,0.736050562583312,0.240511282148242
100,0.1,2,-1,38,89,11,3,0,NA,NA,NA,NA,NA,NA,NA,NA,0.995842438731529,0.0433254338741683
100,0.1,2,-1,39,8,92,4,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999680203519541,0.921491636937833
100,0.1,2,-1,40,15,85,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999422165301876,0.651110386805833
100,0.1,2,-1,41,97,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999829623201164,0.457926518185588
100,0.1,2,1,42,8,92,5,1,NA,NA,NA,NA,NA,NA,NA,NA,0.999871144976837,0.917714383147902
100,0.1,2,-1,43,5,95,2,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999770670574229,0.599029676823741
100,0.1,2,1,44,8,92,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.997703027720379,0.778300957519608
100,0.1,2,1,45,5,95,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0.995604926405978,0.230580392436475
100,0.1,2,-1,46,97,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999999905716603,0.354691902984649
100,0.1,2,-1,47,92,8,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0.999987454975032,0.392308045936369
100,0.1,2,1,48,93,7,5,0,NA,NA,NA,NA,NA,NA,NA,NA,0.894812386250216,0.487266758299596
100,0.1,2,1,49,4,96,3,0,NA,NA,NA,NA,NA,NA,NA,NA,0.0372303771242418,0.157728690400548
100,0.1,2,1,50,92,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.997189403889664,0.660968318429254
50,0.5,2,1,1,30,20,10,0,NA,NA,NA,NA,NA,NA,NA,NA,0.483096829170896,0.848164894108223
50,0.5,2,1,2,18,32,8,0,NA,NA,NA,NA,NA,NA,NA,NA,0.325036361883063,0.391776716858682
50,0.5,2,-1,3,28,22,10,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999284639081017,0.103967799498813
50,0.5,2,1,4,36,14,22,0,NA,NA,NA,NA,NA,NA,NA,NA,0.950550106173222,0.0721879830794301
50,0.5,2,1,5,43,7,7,0,NA,NA,NA,NA,NA,NA,NA,NA,0.85625065682322,0.0412576020768566
50,0.5,2,-1,6,26,24,8,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999171432369061,0.0229859164471211
50,0.5,2,-1,7,29,21,11,0,NA,NA,NA,NA,NA,NA,NA,NA,0.718523071868677,0.0288422551117159
50,0.5,2,1,8,23,27,13,0,NA,NA,NA,NA,NA,NA,NA,NA,0.563695822049867,0.0448679326691573
50,0.5,2,-1,9,24,26,6,0,NA,NA,NA,NA,NA,NA,NA,NA,0.146996179643964,0.612458100440082
50,0.5,2,-1,10,6,44,5,0,NA,NA,NA,NA,NA,NA,NA,NA,0.998883092492755,0.587485679752239
50,0.5,2,1,11,19,31,5,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999924701774936,0.768113476086099
50,0.5,2,-1,12,8,42,5,0,NA,NA,NA,NA,NA,NA,NA,NA,0.459786766845605,0.641267702226704
50,0.5,2,-1,13,12,38,10,0,NA,NA,NA,NA,NA,NA,NA,NA,0.086566634061548,0.0467355315030868
50,0.5,2,-1,14,43,7,7,0,NA,NA,NA,NA,NA,NA,NA,NA,0.0523615742636777,0.339483627181612
50,0.5,2,1,15,26,24,11,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999101628990525,0.34002750211687
50,0.5,2,-1,16,19,31,14,0,NA,NA,NA,NA,NA,NA,NA,NA,0.164369906085529,0.820553726902165
50,0.5,2,1,17,41,9,9,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999747397267245,0.681832538804516
50,0.5,2,1,18,15,35,7,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999584425391173,0.67155877217539
50,0.5,2,-1,19,11,39,7,0,NA,NA,NA,NA,NA,NA,NA,NA,0.998821773554588,0.661245609815288
50,0.5,2,1,20,33,17,13,0,NA,NA,NA,NA,NA,NA,NA,NA,0.252703704038263,0.921209287670057
50,0.5,2,1,21,33,17,8,0,NA,NA,NA,NA,NA,NA,NA,NA,0.912385629929849,0.079963590769062
50,0.5,2,-1,22,21,29,9,0,NA,NA,NA,NA,NA,NA,NA,NA,0.25036227888512,0.0500779863507135
50,0.5,2,-1,23,9,41,6,0,NA,NA,NA,NA,NA,NA,NA,NA,0.997067648642681,0.622837998646612
50,0.5,2,1,24,19,31,5,0,NA,NA,NA,NA,NA,NA,NA,NA,0.998567475905456,0.12682049492354
50,0.5,2,1,25,31,19,15,0,NA,NA,NA,NA,NA,NA,NA,NA,0.618008952724439,0.231806109868254
50,0.5,2,-1,26,29,21,7,0,NA,NA,NA,NA,NA,NA,NA,NA,0.993836661349728,0.740780592726784
50,0.5,2,1,27,36,14,7,0,NA,NA,NA,NA,NA,NA,NA,NA,0.940283540568053,0.794349414750131
50,0.5,2,1,28,20,30,8,0,NA,NA,NA,NA,NA,NA,NA,NA,0.704659443328918,0.259926685852829
50,0.5,2,-1,29,15,35,8,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999073815997962,0.956271538670636
50,0.5,2,-1,30,12,38,4,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999752460976853,0.888527783179276
50,0.5,2,-1,31,21,29,14,0,NA,NA,NA,NA,NA,NA,NA,NA,0.435895183664522,8.37548842472485e-05
50,0.5,2,1,32,45,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.99995647081697,0.703184297805705
50,0.5,2,-1,33,41,9,7,0,NA,NA,NA,NA,NA,NA,NA,NA,0.975766947299443,0.424853643278032
50,0.5,2,-1,34,19,31,13,0,NA,NA,NA,NA,NA,NA,NA,NA,0.873279847245171,0.307033302451842
50,0.5,2,1,35,29,21,4,0,NA,NA,NA,NA,NA,NA,NA,NA,0.998070723686163,0.0102182962499976
50,0.5,2,-1,36,36,14,11,0,NA,NA,NA,NA,NA,NA,NA,NA,0.126584158671975,0.599236670995929
50,0.5,2,1,37,13,37,6,0,NA,NA,NA,NA,NA,NA,NA,NA,0.973110259348258,0.362128929525578
50,0.5,2,1,38,34,16,12,0,NA,NA,NA,NA,NA,NA,NA,NA,0.63183061100232,0.980703268920411
50,0.5,2,-1,39,4,46,5,0,NA,NA,NA,NA,NA,NA,NA,NA,0.99975852725302,0.515451098539867
50,0.5,2,1,40,10,40,11,0,NA,NA,NA,NA,NA,NA,NA,NA,0.510611895823232,0.557915414526346
50,0.5,2,1,41,28,22,12,0,NA,NA,NA,NA,NA,NA,NA,NA,0.0648289993750032,0.0134899489871286
50,0.5,2,1,42,42,8,6,0,NA,NA,NA,NA,NA,NA,NA,NA,0.0358088587051087,0.0606000740100381
50,0.5,2,1,43,46,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,0.333771144117885,0.779704066538648
50,0.5,2,1,44,19,31,7,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999812843726836,0.122442972553608
50,0.5,2,1,45,28,22,4,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999274033320332,0.494189019851213
50,0.5,2,-1,46,12,38,6,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999281432612292,0.384151100568466
50,0.5,2,1,47,28,22,8,0,NA,NA,NA,NA,NA,NA,NA,NA,0.917292203617691,0.553350507674391
50,0.5,2,-1,48,46,4,6,0,NA,NA,NA,NA,NA,NA,NA,NA,0.206428367764823,0.559828924625852
50,0.5,2,-1,49,11,39,6,0,NA,NA,NA,NA,NA,NA,NA,NA,0.264040858867174,0.125145993033525
50,0.5,2,-1,50,27,23,7,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999089661317989,0.768696727965444
100,0.5,2,1,1,70,30,10,0,NA,NA,NA,NA,NA,NA,NA,NA,0.998282823028232,0.714898765417869
100,0.5,2,-1,2,89,11,4,0,NA,NA,NA,NA,NA,NA,NA,NA,0.9999988744716,0.308771167443743
100,0.5,2,1,3,19,81,15,0,NA,NA,NA,NA,NA,NA,NA,NA,0.739771975739269,0.356315665470935
100,0.5,2,1,4,67,33,21,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999134881722807,0.702816398180239
100,0.5,2,1,5,62,38,14,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999756158259753,0.509140617501884
100,0.5,2,-1,6,45,55,19,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999820564432935,0.68564829156988
100,0.5,2,1,7,68,32,11,0,NA,NA,NA,NA,NA,NA,NA,NA,0.998304381436531,0.313614161520065
100,0.5,2,1,8,19,81,16,0,NA,NA,NA,NA,NA,NA,NA,NA,0.190582097464641,0.429915573789026
100,0.5,2,-1,9,72,28,11,0,NA,NA,NA,NA,NA,NA,NA,NA,0.891573796895617,0.133324234107228
100,0.5,2,-1,10,33,67,9,0,NA,NA,NA,NA,NA,NA,NA,NA,0.728119817544798,0.204650915888363
100,0.5,2,1,11,49,51,20,0,NA,NA,NA,NA,NA,NA,NA,NA,0.829978026866532,0.161516703817652
100,0.5,2,1,12,64,36,13,0,NA,NA,NA,NA,NA,NA,NA,NA,0.998042510221297,0.313151165457153
100,0.5,2,1,13,62,38,21,0,NA,NA,NA,NA,NA,NA,NA,NA,0.527969249262046,0.0763230319986896
100,0.5,2,1,14,38,62,13,0,NA,NA,NA,NA,NA,NA,NA,NA,0.997023002668105,0.113224529442001
100,0.5,2,-1,15,69,31,13,0,NA,NA,NA,NA,NA,NA,NA,NA,0.800555888498485,0.447004180161355
100,0.5,2,1,16,33,67,17,0,NA,NA,NA,NA,NA,NA,NA,NA,0.998719697928539,0.811536202844854
100,0.5,2,1,17,38,62,11,0,NA,NA,NA,NA,NA,NA,NA,NA,0.993961317287981,0.559972804749688
100,0.5,2,1,18,34,66,11,0,NA,NA,NA,NA,NA,NA,NA,NA,0.998546417322609,0.698830214132393
100,0.5,2,-1,19,79,21,7,0,NA,NA,NA,NA,NA,NA,NA,NA,0.903400347783721,0.95467661599268
100,0.5,2,1,20,80,20,14,0,NA,NA,NA,NA,NA,NA,NA,NA,0.998924516686792,0.383222224059511
100,0.5,2,-1,21,41,59,12,0,NA,NA,NA,NA,NA,NA,NA,NA,0.246085960309718,0.772604920873739
100,0.5,2,1,22,31,69,20,0,NA,NA,NA,NA,NA,NA,NA,NA,0.826174020720594,0.415738249917011
100,0.5,2,-1,23,27,73,13,0,NA,NA,NA,NA,NA,NA,NA,NA,0.998273150296566,0.356470195380326
100,0.5,2,1,24,42,58,22,0,NA,NA,NA,NA,NA,NA,NA,NA,0.719637048303245,0.277908719087946
100,0.5,2,1,25,62,38,14,0,NA,NA,NA,NA,NA,NA,NA,NA,0.765348220787051,0.447586786960745
100,0.5,2,-1,26,67,33,18,0,NA,NA,NA,NA,NA,NA,NA,NA,0.344265238335045,0.626694584921901
100,0.5,2,-1,27,25,75,12,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999906010311615,0.602220376817672
100,0.5,2,-1,28,48,52,11,0,NA,NA,NA,NA,NA,NA,NA,NA,0.90402774788583,0.600170093485955
100,0.5,2,1,29,89,11,5,0,NA,NA,NA,NA,NA,NA,NA,NA,0.122534059048301,0.208849457432197
100,0.5,2,-1,30,64,36,22,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999926270020004,0.69346895640494
100,0.5,2,-1,31,89,11,8,0,NA,NA,NA,NA,NA,NA,NA,NA,0.775193847247549,0.164474400537682
100,0.5,2,-1,32,27,73,12,0,NA,NA,NA,NA,NA,NA,NA,NA,0.68496914541176,0.773680896885148
100,0.5,2,1,33,9,91,7,0,NA,NA,NA,NA,NA,NA,NA,NA,0.327846310929584,0.681471211113578
100,0.5,2,1,34,52,48,7,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999530085962629,0.943499016318065
100,0.5,2,-1,35,44,56,16,0,NA,NA,NA,NA,NA,NA,NA,NA,0.998077594472512,0.688866756649334
100,0.5,2,-1,36,63,37,23,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999077071052722,0.679827845805992
100,0.5,2,1,37,77,23,15,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999033602774444,0.464652674038541
100,0.5,2,1,38,49,51,10,0,NA,NA,NA,NA,NA,NA,NA,NA,0.184735283480619,0.206690806938385
100,0.5,2,1,39,78,22,11,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999233903011081,0.615941641521132
100,0.5,2,-1,40,44,56,14,0,NA,NA,NA,NA,NA,NA,NA,NA,0.923340189917678,0.355500671659347
100,0.5,2,-1,41,56,44,18,0,NA,NA,NA,NA,NA,NA,NA,NA,0.00479854323980701,0.00534846937739276
100,0.5,2,-1,42,49,51,12,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999078505259,0.527115201259556
100,0.5,2,-1,43,33,67,18,0,NA,NA,NA,NA,NA,NA,NA,NA,0.997193120805435,0.856649783435245
100,0.5,2,1,44,55,45,13,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999628064311804,0.0908214695926631
100,0.5,2,1,45,29,71,16,0,NA,NA,NA,NA,NA,NA,NA,NA,0.229667863670559,0.823276437290418
100,0.5,2,-1,46,21,79,18,0,NA,NA,NA,NA,NA,NA,NA,NA,0.975248398655574,0.826500626579249
100,0.5,2,-1,47,75,25,13,0,NA,NA,NA,NA,NA,NA,NA,NA,0.99589891204548,0.185859626422317
100,0.5,2,-1,48,69,31,21,0,NA,NA,NA,NA,NA,NA,NA,NA,0.618351604396731,0.325873094413935
100,0.5,2,-1,49,61,39,20,0,NA,NA,NA,NA,NA,NA,NA,NA,0.621988242805253,0.289047523148088
100,0.5,2,1,50,70,30,14,0,NA,NA,NA,NA,NA,NA,NA,NA,0.9962236370703,0.132981553090474
